排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
129,0.9335185217935914,607605917384225,"二维平面, 二维平面, 1件装, Wampler Plexi-Drive 英式过载效果器金属铁皮标牌, 预钻孔, 适用于室内、花园、户外、家居、办公室、卫生间装饰, 二维平面",7.08,家居厨房用品,家居装饰,https://img.kwcdn.com/product/21f0661bd0/3af07292-985c-4336-bb42-fd59324e5328_1200x1200.jpeg,https://www.temu.com/search_result.html?search_key=607605917384225&search_method=user,909.xlsx,0
130,0.9334345054157561,606765982829506,提供一对耐热厨房烤箱手套，尺寸为10.6 x 6.7英寸，波浪蓝设计。这些易于使用的烤箱手套非常适合厨房装饰、烧烤、微波炉、烹饪、烧烤、烘焙。,7.19,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/6233883f270d467e833529e4e46617e3-goods.jpeg,https://www.temu.com/search_result.html?search_key=606765982829506&search_method=user,911.csv,0
131,0.9312887377537195,606786518123205,16件装帘杆挂钩窗帘杆夹固定器免打孔粘贴式支架夹子横杆门帘伸缩杆粘钩,3.27,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/af473a48-d2f0-4892-ae72-96512ae08c3a.jpg,https://www.temu.com/search_result.html?search_key=606786518123205&search_method=user,910.csv,0
132,0.9306210102494167,606893086994118,16PCS/25PCS/32PCS 地毯卡扣，可重复使用防滑地毯垫，个面地毯胶带，可水洗实木地板地毯边框，固定地毯位置，防止卷边 防滑地毯固定器，适用于地毯，PU材质，可水洗，防滑且可重复使用，防止地毯移位和卷曲，适用于客厅、餐厅、浴室地毯，返校用品，家居必备,4.74,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/c841151f-df4e-4e1d-970c-81b181f5a7f8.jpg,https://www.temu.com/search_result.html?search_key=606893086994118&search_method=user,911.csv,0
133,0.9304089488298526,606943955495253,1件灰色海绵坐垫，沙发替换垫坐垫，泡沫垫沙发支撑垫，可裁剪泡沫替换垫，榻榻米垫，适用于沙发、宿舍、学校、老人卧床、户外椅子、办公室、民宿等,22.95,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/5f9666d2-e659-4ca6-b94e-f31f2712006a.jpg,https://www.temu.com/search_result.html?search_key=606943955495253&search_method=user,909.xlsx,5
134,0.9296587683998832,601105364981519,"Single Unit of a 16Oz/500Ml Plastic Mason Cup Featuring a Lid And Straw, Ideal for Iced Coffee, Serving As a Mason Jar, Water Bottle, Or Party Cup. Perfect As Gifts for Family And Friends During New Year'S, Christmas, Thanksgiving",11.03,家居厨房用品,旅行及外出用杯子,https://img.kwcdn.com/product/fancy/ec1f48e6-d61e-46e0-a32d-84450abb07b7.jpg,https://www.temu.com/search_result.html?search_key=601105364981519&search_method=user,909.xlsx,2
135,0.9288925392922246,605837280038157,6件套圆形陶瓷杯垫，复古咖啡主题，防滑吸水，适用于咖啡桌、节日装饰和家居艺术礼品，可手洗桌面保护垫，10.01厘米,13.3,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/0c84288cda9843e0a8c333a959efb301-goods.jpeg,https://www.temu.com/search_result.html?search_key=605837280038157&search_method=user,909.xlsx,0
136,0.9269192556496842,601103781792783,"1PC 火焰凤凰浴火重生神鸟雄壮图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",14.51,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/4f3404a20b4e42e993c65d6a47220b64-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103781792783&search_method=user,910.csv,2
137,0.9240617381103657,607442842818935,"2D平面图案贴花,圣诞窗贴纸，窗花，玻璃贴画 窗户门窗装饰贴纸戴红帽围巾棕色小兔静电膜防水贴纸，可重复使用双面可见|可移除的PVC节日防水贴纸，圣诞节玻璃窗户装饰贴纸 双面打印-浴室家居玻璃贴膜",1.31,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/62f78b5d77c44df3a6f8b53de344606f-goods.jpeg,https://www.temu.com/search_result.html?search_key=607442842818935&search_method=user,911.csv,0
138,0.9224491941864803,607578134260816,4.57米 彩虹粗丝带 双面条纹涤纶丝带，用于手工制作发夹、礼品盒包装、婚礼生日派对节日缝纫装饰,1.86,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/b9a7ce59-28c5-42ca-80a2-69df410a756e.jpg,https://www.temu.com/search_result.html?search_key=607578134260816&search_method=user,909.xlsx,2
139,0.9212409942203571,607588334852585,二维平面个性化定制姓名/文字海报 - 复古花卉与照片适用于婚礼、生日礼物、墙面装饰 - 环绕式木框帆布画，可添加您的照片/文字 - 情人节、婚礼礼物、生日 - 墙壁艺术印刷，二维平面,6.62,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/a77c391f749e45bfb08a99ee3c283fc6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607588334852585&search_method=user,911.csv,0
140,0.9205760446154877,607097097941097,"1/4pcs Food Tray, Afternoon Tea Tray, Wooden, Home Goods, Kitchen Additions, Home Decor, Ideal for Holding Cookies, Snacks, Pastries, Cooked Meats, And More. Suitable for Kitchen, Living Room, Bedroom Use. Perfect for Halloween, Christmas",4.75,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/133dc492-fe97-46d4-b3b0-aa1c8a231c7a.jpg,https://www.temu.com/search_result.html?search_key=607097097941097&search_method=user,909.xlsx,0
141,0.9201551811554434,607287552931668,"1pc, Round Abstract Modern Style Green Beige Pattern, Round Flannel Floor Mat for Bedroom Living Room Entryway Home Decor",8.37,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/open/1b7f3f90651f48b08a552b2f057fda76-goods.jpeg,https://www.temu.com/search_result.html?search_key=607287552931668&search_method=user,911.csv,2
142,0.9194741657647229,606605861061770,2 pc彩绘常春藤边角静电窗贴，免胶可移除不留残胶，复古彩玻风绿叶藤蔓玻璃窗贴，客厅厨房橱窗自然氛围感装饰贴纸,2.52,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/ec41c0825b0c4ceaaa037489289f5b82-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605861061770&search_method=user,911.csv,15
143,0.9176975485110362,606040150130770,2D平面，2D平面3件套棕榈滩佛罗里达海滩海报，棕榈滩旅行印刷品，海滩艺术，民间艺术海报，美国节日礼物，客厅，卧室，办公室，餐厅，厨房，浴室，墙壁艺术，家居装饰，2D印刷，无框,5.46,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/43ff7b9e2162425fbdfca893cf8339b9-goods.jpeg,https://www.temu.com/search_result.html?search_key=606040150130770&search_method=user,909.xlsx,1
144,0.9161611836539801,606924896595284,"1件2D平面图案贴花,圣诞窗贴纸，窗花，玻璃贴画 窗户门窗装饰贴纸 圣诞老人麋鹿礼物图案玻璃贴膜 适用于卧室厨房浴室阳台窗户圣诞家居装饰，个面打印，可重复使用，可移除的PVC节日防水贴纸，完美的万圣，圣诞节派个装饰贴纸-玻璃贴膜",1.16,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/f0f89df266f347d9a631822fba24ad34-goods.jpeg,https://www.temu.com/search_result.html?search_key=606924896595284&search_method=user,909.xlsx,0
145,0.9128597875982561,607653430431545,1pc 华夫格沙发巾秋日水岸芦苇落叶印花暖调氛围感防尘防抓沙发盖布适配侘寂风家居装饰高端沙发巾四季通用，防滑，高克重量，厚实面料，易于铺设，宠物友好，适合卧室、客厅和办公室装饰,22.01,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/21f0662530/53ee1568-ce87-435d-980f-3e84b25449e4_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=607653430431545&search_method=user,911.csv,0
146,0.9106569953681845,606061960523771,"40-inch Cream White Hollow-Out Heart Balloon Set with 16-inch Black Number Foil Balloon, Bow Ribbon, and ""Happy Birthday"" Sticker, Includes 2pcs Foil Balloons, 1pc Sticker, 2pcs Black Bow Satin Ribbons. Suitable for Birthday Parties, Coming-of-Age",3.48,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/dfa84d9e-3df0-4642-9871-42a8e96fcbad.jpg,https://www.temu.com/search_result.html?search_key=606061960523771&search_method=user,910.csv,7
147,0.9105647907230873,606088669854135,"Home Multi-Purpose Cleaning Towel, Lint-Free And Scratch-Resistant, Bathroom/Glass/Furniture All-Use Absorbent Towel (Random Color)",1.13,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/36ccfada928e4aef9c08fa3bd2ab61a8-goods.jpeg,https://www.temu.com/search_result.html?search_key=606088669854135&search_method=user,911.csv,0
148,0.9102349658578321,605561261254058,可爱咖啡豆一口鼓励 3D造型毛绒抱枕 装饰靠垫 适用于礼物、卧室、沙发、房间及派对装饰,16.66,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/813e3e694cc74bf69eb58f09a28700b4-goods.jpeg,https://www.temu.com/search_result.html?search_key=605561261254058&search_method=user,910.csv,5
149,0.9096770555724878,605528126291350,12件，2.36英寸/6cm香槟毛条闪光圣诞装饰球雪球圣诞球装饰品，圣诞亮片圣诞球，香槟色闪光挂球装饰树之家婚礼派对情人节装饰，冬季主题树装饰（帽盖随机发货）,6.15,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/6139f6181bdd43fa845feae32371e7ae-goods.jpeg,https://www.temu.com/search_result.html?search_key=605528126291350&search_method=user,911.csv,2
150,0.9095172988917468,605729721264098,2D flat banner1pc，夏季主题派个桌布，带有各种鱼类，海星等海洋元素装饰图案的桌旗，适用于夏季派个，家庭聚会，生日派个等，室内外装饰桌旗，多尺寸可选,2.76,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/5de1baaa-bedf-4cb2-b364-1fdd93240bb2.jpg,https://www.temu.com/search_result.html?search_key=605729721264098&search_method=user,910.csv,0
151,0.9093008483095774,607408483070232,"2D平面图案,圣诞窗贴玻璃静电贴纸，窗贴，玻璃贴画，窗户贴花可爱水豚麋鹿角圣诞礼盒装饰静电膜易于安装，适用于浴室、厨房、办公室、家居装饰防水贴纸、浴室窗户装饰、婚礼和派对、装饰门窗、圣诞节玻璃窗户装饰贴纸 双面打印-玻璃贴膜",1.08,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/3798d3f09d0943bc82f86f5b7701d5e0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607408483070232&search_method=user,910.csv,1
152,0.9087465739769234,606616061610702,二维平面个性化定制姓名/文字海报 - 木质画框包边帆布，适用于婚礼、生日及装饰 - 可印姓名/首字母/留言 - 墙壁装饰礼品，或办公室艺术品，二维平面,7.63,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/7aa5f02ed6f04aa9ac8d7955ca67a061-goods.jpeg,https://www.temu.com/search_result.html?search_key=606616061610702&search_method=user,911.csv,0
153,0.9077742934331271,607400698415458,二维平面，1件装大型现代抽象墙壁艺术——无框极简主义画作，适用于卧室、办公室装饰，面板现代设计，易于悬挂，中性色调适合当代装饰，高品质印刷，二维平面,18.18,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/21152342a24/31f04886-7b7a-4a15-ae8b-a8fb0285c5e2_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607400698415458&search_method=user,911.csv,0
154,0.9072494337445081,607246482265414,1件装 有趣厨房巾，乔迁礼物 碗碟茶巾，厨房用，别担心洗碗没人做，幽默装饰用手巾,4.5,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/f70e9d1f435a436899d210f5198125c9-goods.jpeg,https://www.temu.com/search_result.html?search_key=607246482265414&search_method=user,911.csv,144
155,0.905023475157339,605672007672549,2D平面画作，1件现代猎豹海报 - 无框帆布画，适用于家庭、办公室装饰 - /带猎豹斑点与条纹的动物图画，极简主义房间装饰礼品，2D平面,8.1,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/36c26362393d41ab88adddcd161b671f-goods.jpeg,https://www.temu.com/search_result.html?search_key=605672007672549&search_method=user,910.csv,48
156,0.9037336182673072,606193695163412,1个2D平面巴基斯坦耐用圆形冰箱磁铁，适合粘贴照片、明信片等于冰箱上，作为厨房装饰品,3.2,家居厨房用品,厨房用品,https://img.kwcdn.com/product/algo_check/auto/18dcd30ada99e7ea6286b89361b58e8f_1782457106657.jpg,https://www.temu.com/search_result.html?search_key=606193695163412&search_method=user,911.csv,2
157,0.9007970015570409,606891073706368,1张可爱耍傻人窗户贴纸，秋季落叶栗子红苹果收获感恩节静电窗贴，无胶无残留贴花，卧室客厅家居玻璃前门装饰,1.63,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/dcb909b2-9994-4acb-af5c-df48aa5d0360.jpg,https://www.temu.com/search_result.html?search_key=606891073706368&search_method=user,910.csv,0
158,0.8982137912615614,607149174413839,2D 复古棕格纹老虎凳套带凳套 单人扶手椅沙发套+脚凳套，经典英伦风格印花，高弹全包设计，防脏防刮易安装，不变形不褪色可机洗，防滑防尘耐磨，通用尺寸适配多场景，旧沙发翻新改造优选，打造温馨复古家居氛围,29.21,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/7091884fc0024056b4bbfbcfe452405c-goods.jpeg,https://www.temu.com/search_result.html?search_key=607149174413839&search_method=user,909.xlsx,6
159,0.8957135305446905,606024849266319,"柔和淡色玫瑰花束2D印花抱枕套(4件套,不含枕芯),多规格可选,高级简约装饰适配沙发\客厅\书房\民宿及休闲区使用",8.54,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/1c30cd7e7e184b389667b3ebe0acc56a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606024849266319&search_method=user,911.csv,0
160,0.8956873674158694,605641859007533,[2D] 1件装，蒲公英白色背景黄色桌旗，涤纶纤维材质，用于节日聚会餐桌、家庭厨房装饰聚会和礼品,4.85,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/cdd62758ddb14f1a82445eaa97c12760-goods.jpeg,https://www.temu.com/search_result.html?search_key=605641859007533&search_method=user,909.xlsx,0
161,0.895607547008638,601099560572587,印刷绘画，4件西部牛仔靴，帽子，公牛头骨和仙人掌复古字典艺术海报 - 无框，水彩复古装饰，8x10英寸，非常适合女孩房间，宿舍或办公室,11.46,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/2024-04-04/1712233351290-29391633fd004e1b8e6a6d1bc6e9f737-goods.jpeg,https://www.temu.com/search_result.html?search_key=601099560572587&search_method=user,909.xlsx,18
162,0.8952550362590638,606162086938063,"2pcs Curtains, 2D高清数码印花, 半透明涤纶, 雪覆松林木屋风景窗纱, 适用于圣诞节, 感恩节装饰, 顶部穿杆袋设计",13.85,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/481c54f5-24bc-44ed-9014-3a08295a934a.jpg,https://www.temu.com/search_result.html?search_key=606162086938063&search_method=user,910.csv,9
163,0.893952447219891,606408913314574,1个宽尾大号吹风帽，超强吸水速干淋浴帽，女士头巾毛巾,1.74,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/fancy/6437f9db-1f5c-4c58-83be-0522bdc33392.jpg,https://www.temu.com/search_result.html?search_key=606408913314574&search_method=user,911.csv,1
164,0.8931148881574067,606170140016331,2D平面，海报与印刷品[2D平面]1件 31.49X62.99英寸/80X160厘米 大尺寸无框现代帆布装饰画，金白大理石纹理，非常适合现代客厅、卧室和家庭办公室，亦是完美的礼物。，2D平面,14.89,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/21137b27f2e/1ee20e4a-aeb0-42f4-82d2-cdaddd030b54_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606170140016331&search_method=user,909.xlsx,0
165,0.8929774174010103,606424298019672,3件套K-Pop音乐印花床笠套装，含彩色“我爱K-Pop”文字、收音机耳机、星星与爱心图案，透气涤纶材质，可机洗，四季通用，适用于卧室、客房、主卧等多种场景，内含床笠1件和枕套2件，不含床垫芯,21.17,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/74b48475-0101-47f1-b171-d32d5ba42535.jpg,https://www.temu.com/search_result.html?search_key=606424298019672&search_method=user,911.csv,2
166,0.8927969027067092,606277447078365,二维平面3件套包豪斯海报组合 - 中世纪现代抽象三联画墙壁艺术，适用于客厅、卧室、办公室装饰 | 蓝绿色赭石陶土色竖版无框海报 | 复古极简主义家居装饰画,7.57,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/16243dc325804cbea66e8eece95224d4-goods.jpeg,https://www.temu.com/search_result.html?search_key=606277447078365&search_method=user,909.xlsx,1
167,0.8923203464487588,601105668499679,2D平面 - 2D平面 - 2D平面 - 2D平面 - 2D平面横幅，特色是复活节兔子和寻蛋背景 - 8X6英尺涤纶面料墙布，带有一个可爱的兔子拿着胡萝卜，非常适合装饰客厅、卧室、办公室,11.1,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/2f7a3711927f4b7b9ba169c8a8c44880-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105668499679&search_method=user,911.csv,0
168,0.8917972114121296,607270708601314,2个滤网和4个海绵滤网，真空吸尘器滤网套装，适用于Afoddon A200Pro/A200、ORFELD B08/C10A/C10G、NEQUARE S系列，可清洗可重复使用的出风口和主滤网替换件，真空吸尘器替换滤网，真空吸尘器滤网,9.4,家居厨房用品,吸尘器及扫地机器人,https://img.kwcdn.com/product/fancy/ab905429-ec1d-47dd-9464-aa255e2b35cb.jpg,https://www.temu.com/search_result.html?search_key=607270708601314&search_method=user,909.xlsx,11
169,0.890401654052535,601103728868349,"1PC 猫咪开心吃面条好可爱图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",11.13,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/3ace47c6469d45298f5a81a5f64ca2bb-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103728868349&search_method=user,910.csv,2
170,0.8898374033071024,606679412374802,8cm墨绿色多面菱格浮雕圣诞吊球 立体切面菱形丝绒圆球节日装饰品,8.93,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/93e05136ace14d959e8f233788177219-goods.jpeg,https://www.temu.com/search_result.html?search_key=606679412374802&search_method=user,910.csv,0
171,0.8895813310208049,607275473325889,Thick Oxford Scratch-resistant Chef Knife Bag Rolld Up Foldable Portable Japanese Santoku Cleaver Slicing Kitchen Knife Storage Pocket Durable Professional Carrying Case,6.75,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/f336171c-d4a6-40f6-8e14-c61c1dea9eec.jpg,https://www.temu.com/search_result.html?search_key=607275473325889&search_method=user,911.csv,25
172,0.8890050121121582,606506959383483,2D 姜黄大花复古印花全包弹力沙发套 防脏防刮易安装不变形 可机洗四季通用 酒店餐厅露营庭院多场景 沙发翻新保护时尚家居礼物,19.84,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/aisc_image/algo/opt/6a56bc16/f1aa7da2/d762f0a79a6241a0b9ae8bbad1e8c247-goods.jpeg,https://www.temu.com/search_result.html?search_key=606506959383483&search_method=user,909.xlsx,2
173,0.8858378551506843,607376270843084,1件可爱探头浣熊窗贴，高品质自粘可移除贴花，用于橱柜门、玻璃和窗户的趣味家居装饰墙贴，2D平面,1.04,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/d80602be-2231-4461-a7c9-4951ef0fd7fe.jpg,https://www.temu.com/search_result.html?search_key=607376270843084&search_method=user,910.csv,0
174,0.8852852393857055,607507267293152,1个白色塑料蛋黄蛋白分离器 - 易于使用的无蛋壳鸡蛋分离工具，带蛋黄分离杯，适用于烹饪、烘焙、蛋白霜、煎蛋卷、蛋糕 - 耐用可重复使用的厨房小工具,1.5,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/c863ee33-f4bc-4070-900c-48a7f4816ed2.jpg,https://www.temu.com/search_result.html?search_key=607507267293152&search_method=user,911.csv,0
175,0.8847950553994722,607220511143714,14个装银色铁制带孔窗帘环 50mm直径适配多数窗帘杆 滑动顺畅不卡滞 适合客厅、卧室、浴室挂窗帘用 是实用又好看的家居小五金配件,12.29,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/ca3383e7ef1b43adb6c14b2c7875ef05-goods.jpeg,https://www.temu.com/search_result.html?search_key=607220511143714&search_method=user,909.xlsx,5
176,0.8838011330598001,606195372943975,"2pcs Blue Edge, Transparent Edge, Random Color Extra Large Elastic Dust Covers 3.1meter X 238.76cm, Universal Fit for Sofa, Home Appliances, Motorcycle & Bicycle, Indoor & Outdoor All-Season Protective Covers",5.11,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/17848d41-8fa0-46da-aa97-f1f424884fd3.jpg,https://www.temu.com/search_result.html?search_key=606195372943975&search_method=user,909.xlsx,3
177,0.8836399278124328,607250374559270,1张恐怖阴森微笑修女图案窗贴，适用于万圣节派个装饰、家居装饰、玻璃装饰、客厅、卧室窗户装饰、浴室、厨房玻璃推拉门装饰等，2D平面,1.3,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/f8698793-87ae-4552-90f8-ee296d4b80d8.jpg,https://www.temu.com/search_result.html?search_key=607250374559270&search_method=user,910.csv,0
178,0.8825209483668065,607401973508551,复古风“励志魔法主题文字”木制平面标牌，3.94x15.75英寸 - 怀旧墙壁装饰，适用于室内/家庭、车库、酒吧、街头 - 日常与复活节装饰的理想选择，墙壁艺术。装饰性标牌与匾额，2D平面,1.45,家居厨房用品,家居装饰,https://img.kwcdn.com/product/aisc_image/algo/opt/a3f90566/d4038fed/4d788aadbc7e4e0888b8b69fe4c16dfd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607401973508551&search_method=user,911.csv,6
179,0.88214475961912,607040189604652,30个装加厚燃气灶防油纸垫，厨房浴室防护用品，家用燃气灶耐高温防污易清洁保护垫,3.28,家居厨房用品,厨房炊具,https://img.kwcdn.com/product/open/10fdbba91f704afdad154856fcc8c6e6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607040189604652&search_method=user,910.csv,3
180,0.881038190552003,607254938024398,2pcs 烤箱手套，10.6*6.7英寸波西米亚风防滑隔热烤箱手套，适用于派对厨房日常饰、烹饪烧烤烘焙、露营家庭聚会及节日礼品赠送，适合家庭和送礼使用,5.37,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/111e36b54b2646d4ba55767e6878d40d-goods.jpeg,https://www.temu.com/search_result.html?search_key=607254938024398&search_method=user,911.csv,0
181,0.8808277973588636,607062872424952,1pc 圣诞节松枝浆果星星窗贴，PET静电吸附玻璃膜 无残留 不留胶，自粘可移除，客厅卧室餐厅书房浴室门窗玻璃美化装饰贴,2.08,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/0a63fa80-bed8-4429-b007-eb461e563f23.jpg,https://www.temu.com/search_result.html?search_key=607062872424952&search_method=user,911.csv,0
182,0.8807962800480862,607031733896565,2个装悬挂式收纳篮，多用途开放式塑料储物架，适用于浴室、厨房和家庭使用，浴室置物架,8.59,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/d46f55ca-8d84-451a-bf31-90676823b954.jpg,https://www.temu.com/search_result.html?search_key=607031733896565&search_method=user,909.xlsx,1
183,0.8804136230443466,607129175974909,1个装，白色南瓜枫叶秋季欢迎英式方形收纳篮，大容量带手柄，可折叠储物箱，适用于家居衣柜、洗衣房，便携可折叠收纳篮，洗衣篮，置物篮,5.31,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/65bc9609e81b45898c21d8ad12cb3926-goods.jpeg,https://www.temu.com/search_result.html?search_key=607129175974909&search_method=user,911.csv,1
184,0.8789116227845225,605923263262795,1件三丽鸥Cinnamoroll卡通超柔软带帽沙滩毛巾，可穿戴浴袍，超大可爱浴巾，动漫泳池毛巾，生日礼物，超细纤维沙滩毛巾，快速干燥沙滩毛巾，多种尺寸,15.05,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/fancy/71caeb89-73a8-463a-aa17-b01ffbb6e019.jpg,https://www.temu.com/search_result.html?search_key=605923263262795&search_method=user,909.xlsx,25
185,0.8771699432591773,607557733175335,"Stainless Steel Cooking Spatula with Wooden Handle, Multi-Purpose Turner for Cake, Steak, Pizza And Fried Food, Heavy-Duty Kitchen Baking Tool",2.45,家居厨房用品,厨房用品,https://img.kwcdn.com/product/algo_check/auto/c002a0a7f185a359b9a47aa31060a0b3_1757082987488.jpg,https://www.temu.com/search_result.html?search_key=607557733175335&search_method=user,911.csv,1
186,0.8761369464105364,605531464906075,2026年新款简易落地式立式衣架，加长碳钢管，强力塑料连接器，多重收纳，适用于多个场景门口处，玄关，走廊，卧室，阳台,10.23,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/c40adb39-8c5e-4b0c-a301-0a9ef3a0a617.jpg,https://www.temu.com/search_result.html?search_key=605531464906075&search_method=user,910.csv,38
187,0.8753574596332135,606475166534045,笑骏马卡通贴纸 - 可重复使用，无胶静电吸附墙贴纸，适用于玻璃等 - 客厅、卧室、浴室、办公室装饰的完美选择,2.96,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/fc5b66e6797b4506a0c93be815b2e028-goods.jpeg,https://www.temu.com/search_result.html?search_key=606475166534045&search_method=user,910.csv,1
188,0.8749765836050906,606631899308985,1张可爱老鼠砸玻璃静电窗贴，静电吸附玻璃窗贴，适用于卧室客厅，家居装饰美化贴画，橱窗展示、派对及冬季节日装饰，2D平面,1.31,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/518b1fb593644cd3b4f835ebe420de73-goods.jpeg,https://www.temu.com/search_result.html?search_key=606631899308985&search_method=user,910.csv,0
189,0.8748126702864268,607197492795215,Random Colors-3D打印斗鱼雕像，泰国斗鱼雕塑，桌面摆件，独特的鱼类爱好者礼物，节日装饰品,3.15,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/b45d355f-45cc-4f13-94d9-b17fe484345e.jpg,https://www.temu.com/search_result.html?search_key=607197492795215&search_method=user,909.xlsx,1
190,0.8744169953691485,607022070244841,随机颜色-11颗 15毫米亚克力圆角桌游骰子 - 鲜艳六面便携式桌面游戏，适用于派对、游戏和社交聚会 - 万圣节、圣诞节及游戏玩家的完美礼物,2.28,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/aisc_image/fancy/2024-10-25/1686575267078-fd7f75cf61714b199eb6693f19266ccd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607022070244841&search_method=user,910.csv,1
191,0.8741688904910512,606834031182853,3D Printed Octopus Jewelry Holder独特的章鱼首饰架和戒指碟 - 航海风梳妆台装饰，首饰收纳架和防缠绕功能的收纳神器，是海洋爱好者、美人鱼迷或追求独特梳妆台饰品人士的理想之选,3.25,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/e2cbd2e1fd6f4faca9fa7e794acc4b65-goods.jpeg,https://www.temu.com/search_result.html?search_key=606834031182853&search_method=user,911.csv,0
192,0.8725746864558659,607487403130402,10卷 1000英寸/卷 彩带 薄荷绿 金色 蛋糕纸 彩带 生日派对装饰 适用于迎婴派对、单身派对、新娘送礼会、婚礼、订婚、丛林木兰波西米亚派对装饰、万圣节装饰和圣诞节装饰,4.43,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/009793d667744bf2ad666eaec776cade-goods.jpeg,https://www.temu.com/search_result.html?search_key=607487403130402&search_method=user,909.xlsx,4
