排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
136,1.026266074054306,606615927391376,4个装带手柄可折叠收纳盒，布艺储物箱，用于衣柜整理，可折叠立方体收纳整理箱，适用于宿舍、卧室、办公室、玩具、衣物和万圣节装饰品收纳，置物篮,34.51,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/83dc3e39-8f5a-4b5c-8232-21c298760890.jpg,https://www.temu.com/search_result.html?search_key=606615927391376&search_method=user,909.xlsx,0
137,1.0257672536249,606309927719067,"1pc, Watercolor Palm Trees Large Capacity Foldable Shopping Bag Reusable, Suitable for Storage, It Is The Perfect Choice for Essential Items in The School Season",4.54,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a66998/bc971311-bd4f-4ec7-bd4b-b108c35aea0a_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606309927719067&search_method=user,911.csv,1
138,1.025418972638318,607597595862814,2D平面装饰画，2D平面装饰画，2D平面装饰画 6件套，2D平面装饰画 6件套 地中海风格陶土艺术墙面装饰 - 波西米亚中性色调，拱门和楼梯，陶器和橄榄树主题，打造画廊风格墙面美学，无框,6.71,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/376b555b69104301925ae8f19ffaaa44-goods.jpeg,https://www.temu.com/search_result.html?search_key=607597595862814&search_method=user,913.csv,1
139,1.0250742476021764,601105367745763,"99pcs Balloons & 2D Banner - Polka Dot Roses Floral Balloon Decor Suitable for First Birthday Party, Gender Reveal, Wedding - Durable PP Balloons for Shower, Baptism, Party Decorations, 2D Flat",12.39,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/31c82ef202b54d7ba76a68b722ee074d-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105367745763&search_method=user,911.csv,0
140,1.0248520264174714,607515588822503,"2D Flat, 1pc 2D Watercolor White Rose Curtains for Bedroom Living Room Moon Floral Pattern Light Filtering Window Drapes Romantic Aesthetic Home Decor Soft Breathable Fabric Printed Curtain Sets Easy Care Home Decoration for Room Din",7.12,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/7aaa7a6e0d1147b8a48a0d711f50c4dd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607515588822503&search_method=user,913.csv,0
141,1.0227868195392498,601105824567424,2pcs-木质印花枕套垫套，沙发椅、卧室和办公室装饰，适合室内外使用 （不含枕芯）,5.12,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/639c81090f9b4af7a98f80128a2105d8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105824567424&search_method=user,911.csv,18
142,1.0219166324563482,606668674957926,墙面装饰 3D 花卉浮雕墙饰，华丽金色复古巴洛克风格相框，带有凸起的玫瑰和雏菊艺术品，适用于客厅卧室婚礼家居装饰，女士礼物,5.82,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/830838e7a9c1462dba962069c36adb03-goods.jpeg,https://www.temu.com/search_result.html?search_key=606668674957926&search_method=user,912.csv,1
143,1.0217267085569306,601105683095389,2件装 黑白奔马金色麦田图案印花枕套 - 柔软面料，拉链闭合，，客厅卧室装饰用沙发床头抱枕套，马匹装饰,7.13,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/7427fe81f5e748aa8319f2a43e6a5abb-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105683095389&search_method=user,911.csv,2
144,1.0195685419525704,607109445949963,女孩与小猫雕像，温柔女孩亲猫咪温馨装饰摆件，温柔相伴，与猫共度时光,0.91,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/efac1a3b-787d-4003-8a37-578dc976356d.jpg,https://www.temu.com/search_result.html?search_key=607109445949963&search_method=user,913.csv,0
145,1.0177907490538736,606849600437076,"1件2D平面图案贴花,圣诞窗贴纸，窗花，玻璃贴画 窗户门窗装饰贴纸圣诞麋鹿骑行摩托图案玻璃贴膜可拆卸，易于安装，适用于浴室、厨房、办公室、家居装饰防水贴纸、浴室窗户装饰、婚礼和派对、装饰门窗、圣诞节玻璃窗户装饰贴纸 双面打印-玻璃贴膜",1.44,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/4dfcd1775f28449383d7a106cbce8380-goods.jpeg,https://www.temu.com/search_result.html?search_key=606849600437076&search_method=user,911.csv,3
146,1.017740534763289,607106962937089,1pc 家用酒店弹力波浪斜纹提花大号搁脚凳套方形搁脚凳套,13.4,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/1c0c3016-9a9d-4cdf-a139-dfe0290cc78d.jpg,https://www.temu.com/search_result.html?search_key=607106962937089&search_method=user,913.csv,14
147,1.0166151872255738,605917005343710,2/3件套 2D平面印花床笠，热带风格，异域丛林主题床上用品，绿白配色，门司拉叶和黄花椒花印花，卧室装饰（1件床笠和1/2个枕套，不含芯）,14.5,家居厨房用品,床上用品,https://img.kwcdn.com/product/21137b23908/e54aa32d-0d75-4f4c-b54c-b1e84478ca8a_1500x1500.jpeg,https://www.temu.com/search_result.html?search_key=605917005343710&search_method=user,911.csv,1
148,1.0155865864998608,607085756527435,2D平面定制爱尔兰国旗颜色风格冰箱磁铁 - 个性化文字/姓名，可爱家居装饰纪念品，送给朋友的独特冰箱磁铁礼物创意，家居厨房装饰磁性贴纸，家居厨房装饰礼物,3.5,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/d308e077dd214eb9b129c73316381a78-goods.jpeg,https://www.temu.com/search_result.html?search_key=607085756527435&search_method=user,913.csv,2
149,1.0151794151274804,601105807859369,1PC卡通炫彩繁花草莓印花磨毛羽绒被被套（无填充物和枕套）,8.72,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/61f4e54a-68e4-41e0-9cc2-e9be628aa6f2.jpg,https://www.temu.com/search_result.html?search_key=601105807859369&search_method=user,912.csv,8
150,1.015004149681552,606944760800010,2pcs36寸站立绿色小车，蓝色小底座婴儿奶瓶气球铝膜气球，生日、确认、性别揭示派对聚会装饰,2.13,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/156417f9c7904f87b2ae8c1a51f4439e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606944760800010&search_method=user,912.csv,2
151,1.0149836587442715,606729072930363,"2D Flat - 2D Flat - 2D Flat Printing 1pc Green Ivy Border Versatile Cabinet Curtain - Made of Polyester, Rod Pocket for Mounting, Suitable for Kitchen Cabinet Doors, Study Storage, Bedroom Organization, Bathroom Vanity",4.56,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/0b63079c30444ce78bdcc26cad9121c6-goods.jpeg,https://www.temu.com/search_result.html?search_key=606729072930363&search_method=user,913.csv,0
152,1.014678023063086,607604977821028,"18件 墨西哥纸花彩色纸巾花,15.24 厘米 20.32 厘米 25.40 厘米Fiesta 纸巾绉纸花毛球墨西哥狂欢节亡灵节排灯节花卉派对背景婚礼生日派对工艺",10.22,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/63e6f1e4-33dc-44a9-9f66-9e31ce79094e.jpg,https://www.temu.com/search_result.html?search_key=607604977821028&search_method=user,910.csv,0
153,1.013482761228096,605925528165746,"1pc, Red Heart Black Stripes Reusable Foldable Shopping Bag Reusable, Suitable for Storage, It Is The Perfect Choice for Essential Items in The School Season",4.06,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a639a4/ad23c4c2-a0e2-46e9-80de-5085aae529bb_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=605925528165746&search_method=user,911.csv,6
154,1.0128353809231394,605788089211733,"1pc,Rose Heart Patchwork Large Capacity Foldable Shopping BagReusable, Suitable for Storage, It Is the Perfect Choice for Essential Items in the School Season",3.91,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a639a4/40e76ed5-6ba6-47f7-9839-65c9dbf83184_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=605788089211733&search_method=user,911.csv,6
155,1.0064707916247693,605910294460922,"3件套床垫防护套,1件床笠+2个枕套（无填充物）2D Flat Priting,粉色猫咪花卉主题,浪漫艺术风格,情人节,可爱,四季皆宜,可机洗,居家、宿舍、主卧、客房可用",15.38,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/b5b5c8d3471847888758d55b0759c928-goods.jpeg,https://www.temu.com/search_result.html?search_key=605910294460922&search_method=user,909.xlsx,45
156,1.0050554730611114,607338421394065,1件多功能厨房烤箱帘罩 厨房防尘罩 二维平面印花红白竖条纹无文字图案 适用于炉灶 洗碗机 水槽装饰帘 烤箱围裙罩,5.0,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/ff6dcc9c4aa94540bf22fbda2cd72604-goods.jpeg,https://www.temu.com/search_result.html?search_key=607338421394065&search_method=user,912.csv,0
157,1.003806637274242,606367976937505,2D扁平“这里发生的事情留在这里”复古木质标志，家用酒吧咖啡店车库装饰的木墙艺术，复古警告牌，房间装饰的完美选择。,3.08,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/0dc177acf1314486a2c97fc53b964947-goods.jpeg,https://www.temu.com/search_result.html?search_key=606367976937505&search_method=user,912.csv,12
158,1.0017008740184197,606211143484705,无限系列7号无绳吸尘器替换滤芯 | 兼容型号：BKS711XXL、BBS711W、BBS712A、BCS711GB、BKS711MALL | 可水洗HEPA滤网，结构耐用,8.74,家居厨房用品,吸尘器及扫地机器人,https://img.kwcdn.com/product/fancy/0191d35e-a260-4f1b-b5a0-8ca3261fef6a.jpg,https://www.temu.com/search_result.html?search_key=606211143484705&search_method=user,909.xlsx,9
159,1.0012157270238549,607201452259517,1个秋季静电窗户墙贴，带树枝悬挂南瓜松果枫叶设计，创意静电吸附窗户贴花，适用于客厅、卧室、餐厅、书房和浴室门的装饰美化，秋季装饰，感恩节装饰,2.95,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/5cf310f1-0582-45b3-8f50-0493e0f06f81.jpg,https://www.temu.com/search_result.html?search_key=607201452259517&search_method=user,910.csv,0
160,1.0006779126693948,606861411608829,1pc 调皮的松鼠拿松果砸窗户-静电窗贴，适合橱窗、家居窗户 营造秋季氛围感，PET静电吸附玻璃膜 无残留 不留胶，自粘可移除， 可重复使用 个面可视,1.6,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/c8dfad51b4c24ba09f76eaad597fb218-goods.jpeg,https://www.temu.com/search_result.html?search_key=606861411608829&search_method=user,910.csv,4
161,0.9997273386291538,601105367247961,"99pcs Balloon Set And 2D Flat Banner Pink Black And White Polka Dot Rainbow Heart Happy Birthday Party Decoration for Kids Birthday Celebration, 2D Flat",13.13,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/9ad660a9c46b49fd8dab8f0845b628cb-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105367247961&search_method=user,911.csv,0
162,0.9982217339962809,607472840493197,4pcs优雅白色透光窗帘，透气网纱薄纱带杆袋，适用于厨房、卧室和客厅装饰；也可作为室内蚊帐、婚礼装饰、圣诞饰品及生日背景摄影背景,10.68,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/234a7f4c012b4a218a63f9a6fd86810a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607472840493197&search_method=user,913.csv,39
163,0.9980882073488601,606651696383273,1 件- 致我的姐姐 谢谢你 -2D圆形金属耐用冰箱贴，采用高品质印刷技术，适用于冰箱、写字板、橱柜及储物柜的装饰。,1.9,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/f8efa495acf1412f93517fefcf31047a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606651696383273&search_method=user,911.csv,12
164,0.9978560586403904,607471162766936,3pcs适用戴森V6V7V8V10V11v15吸尘器配件,12.36,家居厨房用品,吸尘器及扫地机器人,https://img.kwcdn.com/product/fancy/58d7b815-caa2-4cec-934f-9add4d8c4b9e.jpg,https://www.temu.com/search_result.html?search_key=607471162766936&search_method=user,909.xlsx,3
165,0.9955969849192049,607049316464680,2D平面印花-1件立体毛绒动物图案拼接法兰绒毛毯-可爱森林动物主题绗缝保暖盖毯，可机洗，超柔舒适触感，非常适合生日礼物、家居装饰、沙发休息、办公室午睡、旅行露营及全季使用,9.44,家居厨房用品,毯子,https://img.kwcdn.com/product/open/995455f116f4492d9e5289d95c3993d6-goods.jpeg,https://www.temu.com/search_result.html?search_key=607049316464680&search_method=user,911.csv,1
166,0.9954664719891219,606319926988230,2D平面 - 2D平面 - 2D平面 - 2D平面 - 2件装 2D平面阳光公园场景窗帘 | 绿油油的草坪搭配白色和黄色花朵，粗壮的树干和茂密的树叶，摇曳的树枝，远处城市天际线，装饰艺术风格，涤纶,13.44,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/4ee523d838f64b3981c1893e7102a4f3-goods.jpeg,https://www.temu.com/search_result.html?search_key=606319926988230&search_method=user,912.csv,0
167,0.9942907432643893,605707088825360,"3件套床垫防护套,1件床笠+2个枕套（无填充物）,粉蓝心形毛绒装饰,梦幻插画风格,情人节,家居,四季适用,可机洗,床垫保护罩,床笠套,主卧,卧室,居家,宿舍,床上用品",14.81,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/ec0504d29d6a46508882cfb227f7d9c6-goods.jpeg,https://www.temu.com/search_result.html?search_key=605707088825360&search_method=user,909.xlsx,2
168,0.9942651325563319,606020369795547,JIT 1件，2D平面印花桌旗，几何形状色彩组合聚酯桌旗，适用于餐桌、咖啡桌、家庭派对装饰，家庭聚会、室内外日常节庆和派对使用,3.17,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/2066d90972/1fdc1fc4-4a8d-47ed-b1f3-6ae3018f11b8_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=606020369795547&search_method=user,909.xlsx,0
169,0.994055775220713,601103885085680,2D桌旗1件，圣诞主题快乐节日场景长方形桌旗，聚酯材质，适用于餐桌、咖啡桌、家庭派对装饰，厨房、派对、节日的鲜艳文化装饰,4.51,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/20150c2119c/8d1b4b01-24dc-4c84-8a97-33a24f63ed1c_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=601103885085680&search_method=user,910.csv,2
170,0.9926158224239392,607115083088360,衣物文件杂物收纳神器 三件装可叠放抽屉式 垂直收纳省空间 家居办公通用好整理,18.33,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/3ba423a1cf2149e4b470d4484ac6bef7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607115083088360&search_method=user,913.csv,2
171,0.9916730532342838,606698739725158,"1-Roll Tulip Glass Static Cling Privacy Film, 24-Mil Static PVC Window Film",3.78,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/b8578ffa-1b92-4145-982c-a8ce0ac0245e.jpg,https://www.temu.com/search_result.html?search_key=606698739725158&search_method=user,909.xlsx,17
172,0.9903499731547748,607130115504680,Sacred Family Christmas Scene Statue Mini Minimalist Nativity Scene Sculpture Desktop Decoration Perfect Spiritual Gift for Christian Believers And Holiday Decoration Enthusiasts Christmas Decoration,1.04,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/9732bc5f-15de-4f9f-a9a2-00d67f6c19e7.jpg,https://www.temu.com/search_result.html?search_key=607130115504680&search_method=user,911.csv,0
173,0.9897050831195712,606827320287174,1件- 古希腊战士持矛盾牌浮雕图案 -2D圆形金属耐用冰箱贴，采用高品质印刷技术，适用于冰箱、写字板、橱柜及储物柜的装饰。,1.54,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/b2576d4cf63c4bfc870110db162cf548-goods.jpeg,https://www.temu.com/search_result.html?search_key=606827320287174&search_method=user,911.csv,0
174,0.9894115501987345,601105796603753,1件2D 1968年限量版星爆设计 -圆形金属耐用磁贴，高质量印刷，适用于冰箱、写字板、橱柜和储物柜装饰，完美的家居或办公室装饰,1.7,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/d90718bbd9074f2281dc6429bcd1f203-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105796603753&search_method=user,911.csv,1
175,0.9893043328529425,607387545084390,1套粉色花卉城堡生日快乐纸质横幅，闪光金色字母三角旗花环，室内外墙壁背景，拍照道具，适用于公主风格女孩生日派对用品,3.68,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/27b721f3-b779-4533-808a-2d47421f41a8.jpg,https://www.temu.com/search_result.html?search_key=607387545084390&search_method=user,912.csv,1
176,0.9882113944674592,606813093252266,"2D Flat, 1pc FENGMINYI Cat Shower Curtain Suitable for Bath, Adorable Fluffy Kitten with Hooks, Cute Kitten Bathroom Decor Curtain for Bathtub, Hanging Curtain for Bathrooms,, Gifts for Cat Lovers, 2D Flat",5.47,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/open/e9e6aefacb7c45b1b02d5294e9e01ade-goods.jpeg,https://www.temu.com/search_result.html?search_key=606813093252266&search_method=user,912.csv,1
177,0.9871010316482978,606372204785250,1件- 祝你有美好的一天 表情符号 -2D圆形金属耐用磁贴，高质量印刷，适用于冰箱、写字板、橱柜和储物柜装饰，完美的家居或办公室装饰,1.92,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/8713980c72784b6a92bccedf0876ef6b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606372204785250&search_method=user,911.csv,14
178,0.9847645653476944,605911636617335,"3件套床垫防护套,1件床笠+2个枕套（无填充物）2D Flat Priting,足球运动,抽象风格,运动风,四季通用,可机洗,家居必备",14.95,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/7be3841e6d064bbc8b203cfde8ea1712-goods.jpeg,https://www.temu.com/search_result.html?search_key=605911636617335&search_method=user,909.xlsx,11
179,0.9836900542885008,607018446353904,EGTLAJ 1个巴黎艾菲尔铁塔亚克力冰箱磁铁。优雅的法式标志，特色是艾菲尔铁塔、服装设计和额外元素，非常适合巴黎爱好者,0.81,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/7fee132515c2454a8c34571f0cc27b05-goods.jpeg,https://www.temu.com/search_result.html?search_key=607018446353904&search_method=user,911.csv,0
180,0.9803832960869588,607522970780012,"2pcs Solid Color Velvet Fleece Super Soft High Elasticity Sofa Armrest Covers, Pet-Friendly, Machine Washable, Easy to Install, Anti Slip Elastic Sofa Cover, Suitable for Living Room, Bedroom, Office, Universal for All Seasons",11.11,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/9a17cddfd3324e628767affaf6fd8129-goods.jpeg,https://www.temu.com/search_result.html?search_key=607522970780012&search_method=user,910.csv,1100
181,0.9758784610547211,606976301991502,2pcs/1pc文胸洗护球 洗衣机专用防变形内衣清洗球防缠绕护洗袋替代款，文胸洗护保护球 洗衣机滚筒专用内衣清洗球不变形不缠绕胸罩防护球内衣洗护工具,11.11,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/655d6f24-b89e-4ba0-a00e-4fc776eba2ed.jpg,https://www.temu.com/search_result.html?search_key=606976301991502&search_method=user,910.csv,3
182,0.9757581531925034,607011198588235,客厅卧室流苏窗帘绑带 手工绳结窗帘束带 轻奢家居柔软装饰点缀,7.64,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/f24626f8-91f2-471c-9c23-802688fc32e4.jpg,https://www.temu.com/search_result.html?search_key=607011198588235&search_method=user,909.xlsx,0
183,0.9748242746624537,607288223977456,可定制名字木质乳牙收纳盒圣诞卡通图案牙齿保存盒胎发纪念盒节日礼物,2.26,家居厨房用品,儿童家居用品,https://img.kwcdn.com/product/fancy/5a3d5ace-64c7-4be8-97c0-43ea25f4c4a5.jpg,https://www.temu.com/search_result.html?search_key=607288223977456&search_method=user,911.csv,0
184,0.9733742592669964,607488946626422,主题海报，现代帆布印刷品，复古风格墙饰，非常适合用作礼物或家居、宿舍的装饰品。适用于卧室、客厅等场所。为无框设计，为 2D 平面图案，非常适合用来装饰房间。,5.16,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/f372d447caa74682882c234d094b642b-goods.jpeg,https://www.temu.com/search_result.html?search_key=607488946626422&search_method=user,913.csv,0
185,0.9731227998973727,606872417442084,1件装饭勺，家用露营野餐 不沾米饭勺，简约设计马卡龙色系，盛土豆泥防烫手盛饭勺，制作寿司助手，,1.83,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/dc6f024d-ee7e-4255-8d80-9429bc52e0e0.jpg,https://www.temu.com/search_result.html?search_key=606872417442084&search_method=user,913.csv,0
186,0.9729811552151646,607576792087655,1个定制抱枕套，个性化照片印刷 - 适合周年纪念日和情人节，单面设计捕捉您的爱情瞬间。,2.76,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/3c6a2d4385584ec186b4151966588fe8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607576792087655&search_method=user,913.csv,0
187,0.9718618442824205,607053879854319,1pc 窗贴 自粘玻璃贴纸，家居装饰墙贴， 橙色海马，卡通风格 静电吸附，无需粘胶，家居花园玻璃贴纸，派对装饰，房车窗贴，马桶贴纸，瓷砖贴纸，适用于室内外,1.35,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/54b938dc-2ff5-4cc3-becf-f6d56fb5ace8.jpg,https://www.temu.com/search_result.html?search_key=607053879854319&search_method=user,913.csv,0
188,0.9712337327923127,607591019167823,"10pcs Random Cat-Shaped Snack Bag Sealing Clips Food Bag Packaging Sealing Clips Lightweight Durable, Kitchen Gadget, Lightweight And Convenient for Home",1.17,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/183f0addafbd47389127008e22f5530e-goods.jpeg,https://www.temu.com/search_result.html?search_key=607591019167823&search_method=user,910.csv,2
189,0.9711342213097847,607531090941865,一套6个可折叠塑料收纳箱，可堆叠和折叠，带手柄，非常适合整理您的桌面、抽屉、架子、家庭、办公室或宿舍中的各种彩色小物件，置物篮,8.4,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/de88ad47-fb85-4482-87e6-76099976f391.jpg,https://www.temu.com/search_result.html?search_key=607531090941865&search_method=user,909.xlsx,5
190,0.9704068458183852,601105749102418,"A Set of 106 Balloons Along with a 2D Flat Banner That Says 'Happy Birthday' in Blue, Orange, Navy, And White, Featuring Polka Dots And Cloud Designs for Decorating a Birthday Party",12.36,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/3b45287920c4457898e423365bcd1486-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105749102418&search_method=user,911.csv,0
191,0.9697018424203281,606941539578762,"500pcs Espresso Paper Filters Fit Portafilter Baskets, Unbleached Espresso Filter Puck Screen Portafilter Paper Compatible with Breville Barista And Other Espresso Machines",3.36,家居厨房用品,咖啡用品,https://img.kwcdn.com/product/fancy/fb2fcc7e-beed-4d05-9fc6-933a79c812b7.jpg,https://www.temu.com/search_result.html?search_key=606941539578762&search_method=user,911.csv,67
192,0.9677054987304061,607063543518064,2pcs/4pcs金属稳定器防滑防移位壁挂式易于安装用于床垫沙发垫榻榻米阻挡器,8.97,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/a051a537-73af-4257-9028-d4f3411cdf74.jpg,https://www.temu.com/search_result.html?search_key=607063543518064&search_method=user,913.csv,0
193,0.9673580075974498,605547571035917,1件- 制造于1979复古不老 -2D圆形金属耐用磁贴，高质量印刷，适用于冰箱、写字板、橱柜和储物柜装饰，完美的家居或办公室装饰,2.22,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/97e1ce46558042e1b7f859a177d58473-goods.jpeg,https://www.temu.com/search_result.html?search_key=605547571035917&search_method=user,911.csv,6
194,0.966923056751569,606560176683029,2D平面1个可爱小狗冰箱磁铁，蓬松床上用品装饰冰箱磁铁，可爱动物冰箱装饰，柳条磁性亚克力冰箱磁铁，适合厨房家居装饰，耐用装饰品，2D平面,1.28,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/4fcb858d585d418da460629f0727a56a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606560176683029&search_method=user,912.csv,6
195,0.9667266159944536,607568202172167,防晒隔热静电吸附窗膜，单向隐私玻璃贴纸，适用于家庭、办公室、浴室及汽车车窗装饰的防晒遮阳膜,11.27,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/e0491135-f854-4327-84fd-31eaadb82a6c.jpg,https://www.temu.com/search_result.html?search_key=607568202172167&search_method=user,912.csv,0
196,0.9652100878620682,606689881331311,1件- 蓝金莲花宝石浮雕纹样 -2D圆形金属耐用冰箱贴，采用高品质印刷技术，适用于冰箱、写字板、橱柜及储物柜的装饰。,1.32,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/dc3699db5b854eb2a075ffd9a4d0f1af-goods.jpeg,https://www.temu.com/search_result.html?search_key=606689881331311&search_method=user,911.csv,0
197,0.9650181790488912,607183198638677,12个装咖啡杯套 - 可重复使用玻璃瓶杯套 - 耐热饮料杯套 - 茶杯和牛奶杯保护套 - 家用旅行瓶盖保护套,11.71,家居厨房用品,食品服务设备,https://img.kwcdn.com/product/fancy/e5304873-08e7-4177-b34c-563982bfed99.jpg,https://www.temu.com/search_result.html?search_key=607183198638677&search_method=user,909.xlsx,0
198,0.9641835459819352,606490316346320,"1pc Modern Phoenix Tail Finished Sheer Curtain, Ideal for Bedroom, Living Room and Dining Room, Creates Cozy Ambience, Punch-type Easy Installation",13.23,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/f7212abb-4397-494f-b615-2830ac9433d3.jpg,https://www.temu.com/search_result.html?search_key=606490316346320&search_method=user,913.csv,0
199,0.9636962507542138,606853895430013,"24pcs 12cup + 12 Matching Pedestals Creative Striped Stemmed Dessert Cups, Mousse Cups, Dessert Cups, Custard Cups, Yogurt Cups, Very Practical for Family Dessert Sharing, Friend Gatherings, Birthday Parties, Wedding Banquets, Christmas",8.51,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/cab834a684ac45b3b66b87c4e216a87d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606853895430013&search_method=user,911.csv,0
200,0.9633919779459197,605958545730899,1 件- Chan Eight Eight Eight Bonne Fortune -2D圆形金属耐用冰箱贴，采用高品质印刷技术，适用于冰箱、写字板、橱柜及储物柜的装饰。,1.42,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/465f07082e154e2a8942dd4359063f18-goods.jpeg,https://www.temu.com/search_result.html?search_key=605958545730899&search_method=user,911.csv,0
